108.9339	34.2626	62
108.9546	34.261	56
108.9572	34.2641	53
108.9239	34.2719	52
108.9303	34.2549	50
108.9139	34.2479	46
108.9578	34.2355	45
108.9402	34.238	42
108.9494	34.2621	41
108.9731	34.2621	39
108.9189	34.2571	39
108.9575	34.2529	39
108.9305	34.2323	39
108.9235	34.2724	39
108.955	34.2727	39
108.9394	34.2288	38
108.8904	34.2578	38
108.9535	34.287	38
108.9617	34.2493	37
108.9364	34.2434	37
106.6364	29.7199	37
108.8747	34.2546	36
108.9705	34.2671	35
108.909	34.2675	35
108.9513	34.3148	35
108.9536	34.2284	35
108.962	34.2312	34
108.9539	34.2689	34
108.8853	34.2493	34
108.9585	34.2431	34
108.9443	34.2556	33
108.9363	34.2791	32
108.8974	34.2525	32
108.9822	34.2417	32
108.9778	34.2588	32
108.9753	34.2603	32
108.9212	34.2578	32
108.9317	34.2536	32
108.921	34.222	31
108.9792	34.2405	31
108.911	34.2414	30
108.8932	34.2431	30
108.9558	34.2961	29
108.9222	34.2366	29
108.9491	34.3148	29
108.9478	34.2358	28
108.9381	34.2919	28
108.9201	34.2786	28
108.9624	34.2764	28
108.9284	34.2454	28
108.9519	34.2271	27
108.8966	34.2392	26
108.9674	34.2265	26
108.8955	34.2678	26
108.9337	34.2254	26
108.9256	34.2336	26
108.9014	34.2551	26
108.9826	34.3176	26
108.9238	34.219	26
108.8856	34.2398	25
108.9513	34.3355	25
108.9484	34.2344	25
108.8987	34.2794	25
108.9154	34.2794	25
108.9305	34.2841	25
108.9795	34.2294	24
108.9405	34.3187	24
108.9108	34.236	24
108.9625	34.2962	24
108.9639	34.2538	24
108.9516	34.3106	24
108.9329	34.2798	24
108.9087	34.2529	24
108.9117	34.2269	24
108.9372	34.2199	23
108.9723	34.3243	23
108.883	34.2515	23
108.8772	34.2629	23
108.9906	34.2427	23
108.9325	34.3095	23
108.9682	34.2426	23
108.9492	34.2939	22
108.9448	34.3238	22
109.0002	34.2697	22
108.9609	34.2172	22
108.9571	34.3043	22
108.9507	34.3313	22
108.928	34.2629	22
108.8791	34.2686	22
108.9642	34.2205	22
108.925	34.2827	22
108.9676	34.2812	21
108.977	34.2812	21
108.9626	34.3047	21
108.9354	34.2039	21
108.9696	34.2707	21
108.9373	34.2717	21
108.9738	34.2688	21
108.8909	34.2461	21
108.9789	34.2669	21
108.9346	34.3032	21
108.9293	34.2988	21
108.9026	34.2066	20
108.9029	34.2601	20
108.9496	34.3071	20
108.9392	34.2925	20
108.9885	34.255	20
108.9402	34.2485	20
108.9671	34.2802	20
108.9622	34.2144	19
108.8879	34.2288	19
109.0058	34.2829	19
108.9892	34.2376	19
108.9334	34.2158	19
108.9882	34.2428	19
108.9545	34.3305	19
108.9958	34.2491	19
108.9702	34.2277	18
108.9407	34.2899	18
108.9231	34.2094	18
108.9698	34.2418	18
108.9739	34.2482	18
108.9066	34.2315	18
108.978	34.3036	18
108.9452	34.3123	18
108.8926	34.2303	18
108.9193	34.2129	17
108.8806	34.2762	17
108.9256	34.2891	17
108.9574	34.2143	17
108.97	34.289	17
108.8908	34.233	17
108.8902	34.2655	17
108.9423	34.2228	17
108.9905	34.2655	17
108.9065	34.2588	17
108.9651	34.218	17
109.0279	34.2792	17
108.9244	34.2068	16
108.9477	34.2714	16
108.9868	34.3156	16
108.8847	34.2319	16
108.9479	34.3424	16
108.9004	34.2067	16
108.9597	34.3233	16
108.9514	34.2027	16
108.9366	34.2999	16
108.8915	34.2795	16
108.9953	34.2858	15
107.1439	34.3672	15
108.9524	34.2021	15
108.9948	34.2365	15
109.0036	34.2596	15
108.9997	34.313	15
108.9416	34.214	15
108.98	34.2204	14
108.8922	34.2236	14
109.0016	34.281	14
108.9328	34.2001	14
108.9381	34.3205	14
108.9437	34.2472	14
108.8784	34.2135	14
109.0053	34.2369	14
108.8998	34.2219	14
108.9413	34.3355	14
109.0405	34.2791	14
108.9742	34.2964	14
108.8625	34.2855	13
108.983	34.3091	13
108.9804	34.2859	13
108.8994	34.2806	13
108.9772	34.2532	13
109.0197	34.2725	13
108.8719	34.2369	13
108.955	34.1951	13
108.9496	34.2102	13
108.9759	34.2141	13
108.9811	34.2937	13
109.0316	34.2715	13
108.9992	34.2707	13
108.9416	34.3027	13
108.8797	34.2353	13
108.9726	34.2027	13
119.573	39.9635	13
108.9875	34.2207	12
108.9619	34.343	12
108.9402	34.3331	12
108.9266	34.3013	12
108.9132	34.2163	12
108.9507	34.2745	12
108.9535	34.3341	12
108.8842	34.22	12
108.9019	34.2369	12
108.9924	34.2474	12
108.8892	34.2113	12
108.8728	34.2854	12
108.9964	34.3023	12
109.017	34.2633	12
108.9406	34.1987	12
108.891	34.2178	12
109.0024	34.2573	12
108.8452	34.2982	12
108.9832	34.308	12
108.9125	34.2206	12
109.0006	34.261	11
108.9913	34.273	11
108.9562	34.3431	11
108.9869	34.3115	11
108.9485	34.2254	11
108.8803	34.2201	11
108.8797	34.204	11
108.995	34.2155	11
108.9844	34.2096	11
108.9505	34.1634	11
108.9128	34.2734	11
108.9781	34.3295	11
108.9338	34.3263	11
108.9995	34.3028	11
108.9632	34.2064	11
108.946	34.3488	11
108.9818	34.3346	11
108.9976	34.3015	11
108.9656	34.3348	11
109.0115	34.2915	11
108.9556	34.1887	11
106.1289	38.4912	10
108.9006	34.2172	10
108.9329	34.3408	10
108.982	34.2112	10
108.9817	34.3249	10
108.9431	34.2438	10
108.9717	34.3442	10
108.9799	34.3449	10
108.9093	34.2074	10
109.0415	34.2739	10
109.011	34.2784	10
108.9957	34.2368	10
108.8814	34.269	10
108.8814	34.2224	10
108.9625	34.3306	9
108.8336	34.2769	9
108.9145	34.214	9
108.9286	34.3252	9
108.8749	34.2825	9
108.9627	34.1972	9
108.9565	34.1836	9
108.9607	34.1767	9
108.9465	34.1924	9
108.8433	34.288	9
108.9984	34.3185	9
108.8526	34.2004	9
109.0419	34.2527	9
108.9232	34.3304	9
109.0276	34.2582	9
108.8994	34.2804	9
108.8485	34.2635	8
108.8886	34.1908	8
108.9279	34.332	8
108.884	34.1982	8
108.832	34.2579	8
109.0171	34.2181	8
108.8893	34.2026	8
108.8709	34.2083	8
108.8975	34.2887	8
109.0151	34.2521	8
109.0682	34.2804	8
108.9819	34.3461	8
108.947	34.1954	8
108.9915	34.2854	8
108.9666	34.3497	8
109.0145	34.2444	8
109.0484	34.2685	8
108.9534	34.1729	8
108.8884	34.2024	8
108.9431	34.1623	8
109.0607	34.2801	8
108.8869	34.1819	8
108.9897	34.2661	7
108.9937	34.2963	7
108.9176	34.2932	7
108.8448	34.2786	7
109.0228	34.2461	7
108.8489	34.2553	7
108.9384	34.1656	7
108.8633	34.2823	7
108.9387	34.1707	7
109.0016	34.2109	7
109.0313	34.2631	7
108.962	34.3265	7
108.8579	34.2071	7
108.9931	34.2145	7
108.9504	34.174	7
108.8356	34.2936	7
108.9706	34.3367	7
108.9214	34.3115	7
108.9837	34.205	7
108.8355	34.253	7
108.9201	34.3114	7
108.923	34.2509	7
108.8201	34.3044	7
108.8686	34.2735	7
